0,0.00143850548
0.25,0.00143423304
0.5,0.00142131327
0.75,0.00139841903
1,0.00136411912
1.25,0.00131571107
1.5,0.00124953745
1.75,0.0011608171
2,0.00104491587
2.25,0.000900206505
2.5,0.000728022074
2.75,0.000538486813
3,0.000350112998
3.25,0.000183200478
3.5,5.90612472e-05
3.75,1.34937216e-06
4,3.72455106e-05
4.25,0.000187645506
4.5,0.0004452008
4.75,0.000761718082
5,0.00107698806
5.25,0.00134086888
5.5,0.00151678023
5.75,0.00157311466
6,0.00146834762
6.1,0.00137103384
6.25,0.00116751529
6.4,0.000912155665
6.5,0.000737294555
6.6,0.000557593943
6.75,0.000316779275
6.9,0.000119703436
7,3.80949532e-05
